Mod:Item:MetaData, Localized Name
divinerpg:wizards_book, Книга Мастеров
divinerpg:fyracryx_egg, Яйцо призыва Фиракрикса
divinerpg:paratiku_egg, Яйцо призыва Паратику
divinerpg:seimer_egg, Яйцо призыва Сеймера
divinerpg:golem_of_rejuvenation_egg, Яйцо призыва Голема
divinerpg:aquamarine, Аквамарин
divinerpg:firestock, Файрсток
divinerpg:lamona, Ламона
divinerpg:marsine, Марсин
divinerpg:pinfly, Пинфлай
divinerpg:veilo, Вейло
divinerpg:hitchak, Хитчак
divinerpg:ancient_key, Древний ключ
divinerpg:degraded_key, Ржавый ключ
divinerpg:soul_key, Ключ душ
divinerpg:sludge_key, Осадочный ключ
divinerpg:ancient_brick_door, Древняя кирпичная дверь
divinerpg:degraded_brick_door, Разрушенная кирпичная дверь
divinerpg:soul_sludge_door, Дверь из осадка душ
divinerpg:soul_stone_door, Дверь из камня душ
divinerpg:steel_door, Стальная дверь
divinerpg:weak_arcana_potion, Слабое зелье Арканы
divinerpg:strong_arcana_potion, Сильное зелье Арканы
divinerpg:arcanium, Арканиум
divinerpg:collector, Коллектор
divinerpg:collector_fragments, Фрагменты коллектора
divinerpg:dungeon_tokens, Подземельные монеты
divinerpg:aquamarine_seeds, Семена аквамарина
divinerpg:eucalyptus_root_seeds, Семена корня эвкалипта
divinerpg:firestock_seeds, Семена Файрстока
divinerpg:hitchak_seeds, Семена Хитчака
divinerpg:lamona_seeds, Семена Ламона
divinerpg:marsine_seeds, Семена Марсина
divinerpg:moonbulb_seeds, Семена лунной луковицы
divinerpg:pinfly_seeds, Семена Пинфлайа
divinerpg:pink_glowbone_seeds, Семена розовой светокости
divinerpg:purple_glowbone_seeds, Семена фиолетовой светокости
divinerpg:sky_plant_seeds, Семена небесного растения
divinerpg:tomato_seeds, Семена томата
divinerpg:veilo_seeds, Семена Вейло
divinerpg:white_mushroom_seeds, Семена белых грибов
divinerpg:dirty_pearls, Грязный жемчуг
divinerpg:clean_pearls, Очищенный жемчуг
divinerpg:polished_pearls, Полированный жемчуг
divinerpg:shiny_pearls, Сверкающий жемчуг
divinerpg:teaker_lump, Глыба Тикера
divinerpg:amthirmis_lump, Глыба Амчирмиса
divinerpg:darven_lump, Глыба Дарвена
divinerpg:cermile_lump, Глыба Сермила
divinerpg:pardimal_lump, Глыба Пардимала
divinerpg:quadrotic_lump, Глыба Квадротика
divinerpg:karos_lump, Глыба Кароса
divinerpg:heliosis_lump, Глыба Гелиосиса
divinerpg:arksiane_lump, Глыба Аксиана
divinerpg:backsword_template, Шаблон палаша
divinerpg:bow_template, Шаблон лука
divinerpg:cannon_template, Шаблон пушки
divinerpg:claw_template, Шаблон когтя
divinerpg:disk_template, Шаблон диска
divinerpg:hammer_template, Шаблон молота
divinerpg:staff_template, Шаблон посоха
divinerpg:degraded_template, Деградировавший шаблон
divinerpg:finished_template, Готовый шаблон
divinerpg:glistening_template, Блестящий шаблон
divinerpg:demonized_template, Демонический шаблон
divinerpg:tormented_template, Мучительный шаблон
divinerpg:dream_carrot, Морковь мечты
divinerpg:dream_melon, Арбуз мечты
divinerpg:dream_pie, Пирог мечты
divinerpg:dream_cake, Торт мечты
divinerpg:dream_sweets, Конфетки мечты
divinerpg:dream_sours, Кислинка мечты
divinerpg:honeysuckle, Жимолость
divinerpg:honeychunk, Кусочек мёда
divinerpg:dream_flint, Огниво сновидений
divinerpg:moon_clock, Лунные часы
divinerpg:teaker_arrow, Стрела Тикера
divinerpg:darven_arrow, Стрела Дарвена
divinerpg:pardimal_arrow, Стрела Пардимала
divinerpg:karos_arrow, Стрела Кароса
divinerpg:ever_arrow, Общая стрела
divinerpg:nightmare_bed, Кровать кошмаров
divinerpg:barred_door, Запрещённая дверь
divinerpg:acid, Кислота
divinerpg:band_of_heiva_hunting, Пояс Хейва
divinerpg:rock_chunks, Каменные фрагменты
divinerpg:eden_slab:0, Плита Эдема
divinerpg:wildwood_slab:0, Плита Дикого леса
divinerpg:apalachia_slab:0, Плита Апалачии
divinerpg:skythern_slab:0, Плита Небесного тёрна
divinerpg:mortum_slab:0, Плита Мортума
divinerpg:divine_slab:0, Божественные полублоки
divinerpg:frozen_slab:0, Замороженные полублоки
divinerpg:eucalyptus_slab:0, Эвкалиптовые полублоки
divinerpg:ancient_brick_slab:0, Плита из древнего кирпича
divinerpg:degraded_brick_slab:0, Плита из испорченного кирпича
divinerpg:ancient_brick_slab_breakable:0, Ancient Brick Slab (Breakable)
divinerpg:degraded_brick_slab_breakable:0, Degraded Brick Slab (Breakable)
divinerpg:arlemite_shield, Арлемитовый щит
divinerpg:realmite_shield, Реалмитовый щит
divinerpg:rupee_shield, Рупиевый щит
divinerpg:halite_shield, Халитовый щит
divinerpg:eden_shield, Щит Эдема
divinerpg:wildwood_shield, Щит Дикого Леса
divinerpg:apalachia_shield, Щит Апалачии
divinerpg:skythern_shield, Щит Небесного тёрна
divinerpg:mortum_shield, Щит Мортума
divinerpg:miners_amulet, Амулет Шахтера
divinerpg:arlemite_ore, Арлемитовая руда
divinerpg:realmite_ore, Реалмитовая руда
divinerpg:rupee_ore, Рупиевая руда
divinerpg:bloodgem_ore, Каменно-кровавая руда
divinerpg:netherite_ore, Незеритовая руда
divinerpg:arlemite_block, Арлемитовый блок
divinerpg:realmite_block, Реалмитовый блок
divinerpg:rupee_block, Рупиевый блок
divinerpg:bloodgem_block, Каменно-кровавый блок
divinerpg:netherite_block, Незеритовый блок
divinerpg:sunstorm_spawner, Спавнер Солнечного шторма
divinerpg:termasect_spawner, Спавнер Термасекта
divinerpg:eternal_archer_spawner, Спавнер Вечного лучника
divinerpg:experienced_cori_spawner, Спавнер Королевской Кори
divinerpg:blaze_pumpkin, Тыква ифрита
divinerpg:creeper_pumpkin, Тыква крипера
divinerpg:cyclops_pumpkin, Тыква циклопа
divinerpg:ender_pumpkin, Тыква эндера
divinerpg:ender_watcher_pumpkin, Тыква смотрителя Края
divinerpg:frost_pumpkin, Тыква фроста
divinerpg:ghast_pumpkin, Тыква гаста
divinerpg:glacon_pumpkin, Тыква глакона
divinerpg:hellspider_pumpkin, Тыква адского паука
divinerpg:jungle_spider_pumpkin, Тыква паука джунглей
divinerpg:skeleton_pumpkin, Тыква скелета
divinerpg:spider_pumpkin, Тыква паука
divinerpg:zombie_pumpkin, Тыква зомби
divinerpg:aqua_torch, Водяной факел
divinerpg:skeleton_torch, Костяной факел
divinerpg:black_steel, Чёрная сталь
divinerpg:blue_steel, Синяя сталь
divinerpg:bright_red_steel, Яркая красная сталь
divinerpg:green_steel, Зелёная сталь
divinerpg:orange_steel, Оранжевая сталь
divinerpg:purple_steel, Фиолетовая сталь
divinerpg:red_steel, Красная сталь
divinerpg:white_steel, Белая сталь
divinerpg:yellow_steel, Жёлтая сталь
divinerpg:teal_steel, Бирюзовая сталь
divinerpg:blue_vane, Синяя лопасть
divinerpg:cyan_vane, Бирюзовая лопасть
divinerpg:purple_vane, Фиолетовая лопасть
divinerpg:red_vane, Красная лопасть
divinerpg:yellow_vane, Жёлтая лопасть
divinerpg:aquatonic_bricks, Водяные кирпичи
divinerpg:lava_bricks, Лавовые кирпичи
divinerpg:arlemite_bricks, Арлемитовые кирпичи
divinerpg:darkstone_bricks, Кирпичи из чёрного камня
divinerpg:diamond_bricks, Алмазные кирпичи
divinerpg:gold_bricks, Золотые кирпичи
divinerpg:green_bricks, Зелёные кирпичи
divinerpg:iron_bricks, Железные кирпичи
divinerpg:lapis_lazuli_bricks, Лазуритовые кирпичи
divinerpg:milk_stone_bricks, Кирпичи из молочного камня
divinerpg:netherite_bricks, Незеритовые кирпичи
divinerpg:pink_bricks, Розовые кирпичи
divinerpg:purple_bricks, Фиолетовые кирпичи
divinerpg:realmite_bricks, Реалмитовые кирпичи
divinerpg:redstone_bricks, Кирпичи из красного камня
divinerpg:eden_bricks, Кирпичи Эдема
divinerpg:wildwood_bricks, Кирпичи Дикого леса
divinerpg:apalachia_bricks, Кирпичи Апалачии
